date,Stockholm,Uppsala,Sörmland,Östergötland,Jönköping,Kronoberg,Kalmar,Gotland,Blekinge,Skåne,Halland,Västra Götaland,Värmland,Örebro,Västmanland,Dalarna,Gävleborg,Västernorrland,Jämtland,Västerbotten,Norrbotten,compartment
2020-02-04,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Icum
2020-02-05,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Icum
2020-02-06,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Icum
2020-02-07,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Icum
2020-02-08,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Icum
2020-02-09,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Icum
2020-02-10,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Icum
2020-02-11,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Icum
2020-02-12,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Icum
2020-02-13,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Icum
2020-02-14,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Icum
2020-02-15,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Icum
2020-02-16,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Icum
2020-02-17,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Icum
2020-02-18,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Icum
2020-02-19,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Icum
2020-02-20,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Icum
2020-02-21,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Icum
2020-02-22,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Icum
2020-02-23,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Icum
2020-02-24,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Icum
2020-02-25,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Icum
2020-02-26,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Icum
2020-02-27,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Icum
2020-02-28,3,2,NA,NA,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Icum
2020-02-29,4,2,NA,NA,2,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Icum
2020-03-01,4,2,NA,NA,2,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Icum
2020-03-02,5,2,NA,NA,2,NA,NA,NA,NA,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Icum
2020-03-03,15,2,NA,NA,2,NA,NA,NA,NA,2,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,Icum
2020-03-04,36,2,NA,NA,2,NA,NA,NA,NA,9,NA,12,NA,1,NA,NA,NA,NA,NA,NA,NA,Icum
2020-03-05,58,4,NA,NA,2,NA,NA,NA,NA,9,NA,13,NA,1,NA,NA,NA,NA,NA,NA,NA,Icum
2020-03-06,94,5,NA,NA,2,NA,NA,NA,NA,17,NA,14,11,1,NA,NA,2,NA,NA,NA,NA,Icum
2020-03-07,115,6,NA,NA,2,NA,NA,NA,NA,22,NA,19,11,2,NA,NA,2,NA,NA,NA,NA,Icum
2020-03-08,144,7,NA,NA,4,NA,NA,NA,NA,22,1,30,11,4,NA,NA,2,NA,NA,NA,NA,Icum
2020-03-09,208,7,1,NA,10,NA,NA,NA,NA,25,5,45,18,4,NA,NA,2,NA,NA,NA,1,Icum
2020-03-10,234,11,1,NA,10,1,1,NA,1,59,6,58,21,4,NA,NA,2,6,NA,8,1,Icum
2020-03-11,266,15,7,NA,26,8,3,2,7,96,22,115,23,4,NA,1,3,6,3,8,5,Icum
2020-03-12,308,26,10,1,33,10,5,2,9,128,31,134,27,7,NA,4,5,9,8,9,5,Icum
2020-03-13,339,36,16,11,37,13,5,2,9,170,40,153,30,9,5,5,6,11,11,9,6,Icum
2020-03-14,357,40,17,18,37,14,7,2,9,195,40,158,31,9,5,5,7,11,14,12,6,Icum
2020-03-15,374,40,21,27,41,15,7,2,10,199,42,176,32,9,5,5,7,11,21,13,6,Icum
2020-03-16,408,42,33,35,43,15,7,2,10,202,43,182,34,9,12,5,9,12,22,15,6,Icum
2020-03-17,443,47,38,48,44,16,7,3,11,208,46,195,35,25,18,8,13,13,22,18,7,Icum
2020-03-18,501,64,38,76,46,17,8,4,12,216,48,205,36,28,18,10,15,14,26,21,7,Icum
2020-03-19,567,69,43,104,48,18,9,5,12,218,50,219,36,37,19,12,15,14,27,23,8,Icum
2020-03-20,651,70,47,126,51,18,10,5,12,223,55,242,38,42,21,17,20,14,30,28,13,Icum
2020-03-21,722,72,53,138,55,18,11,5,12,228,58,250,39,42,21,17,24,14,46,28,16,Icum
2020-03-22,781,77,64,151,56,18,12,5,12,231,59,254,40,42,21,22,24,14,55,29,20,Icum
2020-03-23,880,85,66,169,58,18,15,5,12,238,63,263,42,48,24,31,27,16,55,29,25,Icum
2020-03-24,985,96,80,199,63,20,16,5,12,243,63,273,45,59,28,40,32,18,59,32,31,Icum
2020-03-25,1139,111,117,210,70,21,18,6,15,256,70,292,45,67,31,53,39,20,61,36,36,Icum
2020-03-26,1271,123,133,239,79,23,24,10,15,263,79,312,45,73,36,61,44,23,68,39,39,Icum
2020-03-27,1447,143,159,272,94,27,29,11,17,272,82,330,46,79,47,76,53,25,71,41,43,Icum
2020-03-28,1594,150,167,313,104,29,30,11,17,274,88,355,49,87,50,82,65,27,79,46,47,Icum
2020-03-29,1743,161,171,353,112,33,31,11,21,277,90,370,50,90,50,92,76,36,81,47,49,Icum
2020-03-30,1915,182,231,380,127,34,34,11,21,282,95,397,51,107,73,101,86,42,83,54,54,Icum
2020-03-31,2123,197,280,427,144,39,36,12,22,289,102,426,51,118,83,124,100,55,84,62,60,Icum
2020-04-01,2328,222,329,490,157,40,41,12,27,297,106,455,53,123,94,143,130,57,84,67,65,Icum
2020-04-02,2544,250,363,560,189,47,46,13,30,305,115,502,53,151,112,149,147,58,88,79,73,Icum
2020-04-03,2789,288,422,588,218,49,48,14,31,329,128,550,54,171,139,169,163,61,90,96,79,Icum
2020-04-04,2918,299,439,645,233,52,49,14,35,341,130,580,55,174,153,187,175,67,92,113,82,Icum
2020-04-05,3090,308,466,686,245,54,52,14,36,347,133,610,56,174,160,194,182,69,92,121,84,Icum
2020-04-06,3221,339,484,725,255,57,58,14,36,353,143,663,58,186,178,210,194,73,96,125,94,Icum
2020-04-07,3465,376,526,782,278,71,62,14,37,377,156,727,65,259,224,238,210,83,102,138,111,Icum
2020-04-08,3736,405,559,838,296,78,64,15,39,392,165,795,66,296,247,266,227,88,110,150,123,Icum
2020-04-09,3976,434,597,892,317,83,65,16,40,403,177,911,70,306,272,296,245,92,118,162,128,Icum
2020-04-10,4124,438,638,923,336,87,66,16,41,426,181,980,73,313,299,313,263,100,126,177,134,Icum
2020-04-11,4324,453,660,950,341,97,69,16,41,432,183,1012,75,326,332,322,273,100,128,179,136,Icum
2020-04-12,4506,466,674,972,350,101,71,16,42,446,186,1054,79,401,350,353,290,105,134,179,138,Icum
2020-04-13,4706,479,694,1003,355,104,77,16,42,455,189,1102,82,422,368,365,301,111,140,184,155,Icum
2020-04-14,4885,518,710,1026,366,110,82,16,43,467,195,1165,84,475,380,377,312,116,154,189,159,Icum
2020-04-15,5100,550,752,1057,394,122,84,18,43,486,201,1235,87,505,410,405,329,121,169,203,162,Icum
2020-04-16,5321,587,799,1076,417,132,88,19,43,503,216,1319,94,535,441,430,350,124,181,206,175,Icum
2020-04-17,5543,631,863,1105,453,144,93,19,43,524,225,1396,97,567,468,456,374,129,200,225,190,Icum
2020-04-18,5723,649,871,1157,488,165,95,19,43,541,232,1444,100,619,486,483,403,131,209,228,191,Icum
2020-04-19,5915,666,884,1173,503,176,99,19,43,546,238,1475,104,625,515,491,411,139,215,235,193,Icum
2020-04-20,6126,698,897,1197,511,185,105,20,44,555,248,1525,111,648,543,501,415,141,216,239,201,Icum
2020-04-21,6289,730,950,1232,560,199,116,20,48,562,265,1648,118,712,581,536,437,153,229,244,204,Icum
2020-04-22,6578,762,1000,1261,591,212,127,23,54,582,284,1727,123,739,600,569,459,157,246,253,209,Icum
2020-04-23,6869,803,1026,1290,637,237,138,25,56,604,302,1799,126,777,626,610,472,174,254,265,224,Icum
2020-04-24,7097,858,1079,1323,661,239,139,26,63,642,319,1946,130,818,662,639,491,190,264,277,232,Icum
2020-04-25,7235,870,1087,1353,680,260,140,28,63,654,321,2040,135,855,662,684,514,195,277,283,232,Icum
2020-04-26,7345,878,1095,1359,685,264,142,31,64,677,326,2086,137,872,686,689,520,206,278,294,234,Icum
2020-04-27,7558,913,1105,1372,708,271,149,35,64,711,344,2185,145,890,710,697,531,217,284,298,244,Icum
2020-04-28,7798,965,1162,1406,726,292,154,39,67,744,354,2268,162,964,731,732,547,221,295,301,245,Icum
2020-04-29,8046,987,1196,1425,769,306,165,46,73,781,364,2417,176,998,755,784,568,232,313,319,252,Icum
2020-04-30,8261,1030,1219,1442,797,318,172,49,73,812,372,2511,185,1042,769,798,589,251,333,324,261,Icum
2020-05-01,8402,1043,1274,1467,820,333,179,50,73,824,374,2634,198,1076,789,800,610,260,340,326,268,Icum
2020-05-02,8483,1055,1281,1484,838,345,181,52,74,852,382,2667,204,1096,802,801,624,267,353,329,269,Icum
2020-05-03,8610,1066,1282,1492,845,355,182,53,74,858,384,2709,207,1110,806,804,632,273,359,329,270,Icum
2020-05-04,8759,1087,1284,1505,861,359,196,59,74,896,394,2784,213,1127,814,868,655,277,361,330,274,Icum
2020-05-05,8928,1139,1323,1526,883,393,201,59,77,916,415,2894,230,1176,831,896,669,281,383,333,281,Icum
2020-05-06,9134,1176,1357,1548,907,415,204,59,78,957,438,3071,244,1211,850,918,692,298,392,341,289,Icum
2020-05-07,9401,1218,1377,1564,935,449,212,61,80,970,453,3235,253,1248,867,937,728,323,410,349,294,Icum
2020-05-08,9623,1261,1400,1585,962,475,217,62,84,1022,468,3365,261,1283,888,953,751,333,420,354,298,Icum
2020-05-09,9738,1302,1407,1607,995,496,221,63,85,1039,473,3474,268,1312,888,964,802,340,439,363,298,Icum
2020-05-10,9816,1314,1413,1622,1001,502,225,63,85,1058,477,3560,271,1328,889,968,808,350,439,364,300,Icum
2020-05-11,10026,1333,1414,1632,1012,508,231,63,85,1079,487,3614,274,1355,921,971,820,354,453,365,311,Icum
2020-05-12,10260,1363,1447,1662,1041,536,237,65,89,1113,500,3764,289,1401,931,989,847,373,466,375,314,Icum
2020-05-13,10496,1390,1461,1681,1075,567,238,65,92,1143,507,3897,295,1431,958,1010,877,388,481,382,326,Icum
2020-05-14,10644,1427,1472,1712,1089,585,243,65,94,1182,520,4048,309,1455,989,1025,917,402,511,396,332,Icum
2020-05-15,10828,1464,1491,1727,1124,608,250,65,100,1224,542,4202,317,1481,1003,1035,947,427,526,410,334,Icum
2020-05-16,10892,1488,1496,1740,1145,624,253,66,102,1245,550,4299,324,1501,1003,1036,971,445,533,413,337,Icum
2020-05-17,10951,1494,1496,1752,1169,631,255,66,103,1256,554,4388,324,1504,1005,1053,978,448,541,416,338,Icum
2020-05-18,11101,1525,1502,1783,1174,639,262,66,103,1279,573,4428,332,1515,1041,1062,993,455,556,422,341,Icum
2020-05-19,11278,1560,1522,1800,1215,666,264,67,109,1342,587,4533,347,1537,1063,1064,1027,493,565,436,343,Icum
2020-05-20,11452,1613,1546,1826,1247,686,267,69,132,1386,629,4695,363,1591,1084,1095,1052,520,583,440,350,Icum
2020-05-21,11572,1630,1552,1867,1275,704,268,69,132,1409,639,4863,383,1629,1109,1112,1077,536,605,449,356,Icum
2020-05-22,11716,1657,1567,1879,1287,717,279,69,142,1453,647,5009,385,1639,1120,1117,1100,557,613,456,359,Icum
2020-05-23,11794,1676,1569,1902,1314,735,279,70,144,1480,653,5093,404,1647,1120,1130,1122,581,636,462,360,Icum
2020-05-24,11853,1689,1570,1907,1331,746,279,71,147,1489,655,5120,407,1676,1120,1137,1130,591,638,465,360,Icum
2020-05-25,12013,1719,1590,1916,1355,754,295,71,150,1518,663,5227,409,1687,1148,1140,1148,594,640,465,369,Icum
2020-05-26,12210,1767,1608,1941,1390,766,312,71,162,1569,684,5346,432,1715,1183,1158,1170,635,655,467,376,Icum
2020-05-27,12416,1802,1631,1971,1435,798,326,71,181,1606,718,5452,459,1746,1223,1174,1200,668,673,481,386,Icum
2020-05-28,12694,1841,1650,1971,1473,818,344,73,192,1655,745,5554,485,1777,1245,1190,1227,691,690,484,392,Icum
2020-05-29,12904,1882,1657,1972,1501,829,348,74,202,1701,762,5777,515,1795,1264,1200,1257,720,701,490,413,Icum
2020-05-30,12977,1920,1659,1972,1537,841,349,82,208,1735,773,5894,531,1795,1264,1215,1283,722,725,498,416,Icum
2020-05-31,13044,1934,1659,1972,1555,851,352,82,215,1743,780,5993,533,1795,1264,1220,1295,726,732,500,416,Icum
2020-06-01,13204,1965,1675,2064,1566,857,362,82,218,1770,802,6084,540,1845,1317,1227,1304,756,734,500,437,Icum
2020-06-02,13357,2027,1694,2096,1601,875,367,87,236,1841,833,6348,561,1863,1352,1250,1350,772,745,508,446,Icum
2020-06-03,13591,2077,1709,2126,1642,887,376,88,254,1880,844,6757,575,1887,1385,1264,1381,802,756,513,461,Icum
2020-06-04,13797,2135,1735,2163,1668,898,390,89,264,1922,866,7157,596,1895,1418,1277,1425,829,771,518,481,Icum
2020-06-05,14024,2172,1752,2205,1710,918,404,90,274,1959,889,7635,608,1941,1437,1297,1468,853,784,523,497,Icum
2020-06-06,14200,2229,1753,2250,1750,921,405,92,279,1982,908,7903,632,1960,1437,1313,1505,860,806,531,504,Icum
2020-06-07,14247,2243,1756,2259,1773,932,408,92,297,1994,916,8133,643,1975,1437,1319,1526,880,813,535,504,Icum
2020-06-08,14490,2258,1785,2263,1786,937,421,92,307,2027,933,8256,658,1982,1504,1328,1541,904,814,539,534,Icum
2020-06-09,14730,2317,1788,2311,1849,952,432,97,316,2072,961,8505,679,2007,1537,1345,1553,924,831,545,545,Icum
2020-06-10,14993,2361,1794,2363,2004,963,443,101,317,2135,987,9044,705,2034,1599,1362,1619,953,846,553,557,Icum
2020-06-11,15199,2401,1802,2414,2135,976,453,106,343,2190,1016,9535,725,2070,1668,1371,1671,966,857,558,570,Icum
2020-06-12,15384,2447,1825,2483,2272,988,467,112,357,2249,1040,10031,740,2082,1719,1384,1727,994,876,566,612,Icum
2020-06-13,15547,2485,1879,2528,2393,1003,476,113,369,2289,1064,10416,754,2096,1719,1390,1771,997,881,572,645,Icum
2020-06-14,15622,2490,1898,2538,2409,1005,479,113,379,2297,1068,10577,758,2107,1719,1394,1806,998,887,575,686,Icum
2020-06-15,15738,2503,1904,2558,2420,1006,490,118,382,2335,1077,10799,768,2115,1799,1397,1829,1035,907,576,734,Icum
2020-06-16,15952,2559,1907,2607,2563,1018,499,118,389,2428,1124,11105,790,2169,1834,1404,1867,1064,928,584,790,Icum
2020-06-17,16312,2621,1933,2669,2769,1022,513,123,402,2526,1149,11415,802,2188,1905,1410,1908,1092,951,590,856,Icum
2020-06-18,16691,2705,1996,2742,2938,1030,535,125,408,2614,1172,11698,814,2209,1939,1426,1973,1146,963,605,921,Icum
2020-06-19,17062,2738,2001,2813,3162,1035,546,126,413,2679,1181,11943,830,2219,1987,1446,2003,1147,973,615,940,Icum
2020-06-20,17260,2798,2001,2832,3169,1038,548,129,417,2692,1187,12266,837,2220,1987,1451,2034,1149,974,626,942,Icum
2020-06-21,17352,2807,2001,2850,3176,1039,550,133,417,2709,1190,12405,842,2225,1987,1454,2046,1152,975,626,942,Icum
2020-06-22,17569,2828,2060,2869,3185,1039,552,137,417,2732,1200,12667,848,2233,2025,1465,2055,1193,980,631,993,Icum
2020-06-23,17786,2927,2085,2931,3354,1045,566,145,425,2805,1286,12928,865,2252,2050,1494,2107,1207,992,641,1096,Icum
2020-06-24,18070,3019,2126,3009,3583,1047,573,148,430,2891,1303,13375,892,2260,2131,1524,2241,1254,1000,656,1151,Icum
2020-06-25,18298,3090,2134,3066,3742,1053,586,149,436,2943,1327,13729,909,2287,2171,1553,2325,1271,1009,668,1213,Icum
2020-06-26,18522,3142,2174,3103,3852,1058,605,159,439,2997,1397,14013,923,2303,2199,1587,2409,1300,1021,679,1281,Icum
2020-06-27,18770,3192,2174,3152,3952,1060,612,160,442,3014,1429,14189,934,2309,2199,1618,2411,1309,1026,683,1283,Icum
2020-06-28,18961,3207,2175,3166,3962,1064,613,160,444,3019,1430,14340,935,2313,2199,1621,2416,1309,1029,687,1283,Icum
2020-06-29,19200,3213,2198,3192,3969,1064,619,162,444,3047,1484,14477,948,2316,2242,1624,2443,1358,1037,687,1335,Icum
2020-06-30,19370,3281,2216,3230,4059,1067,639,164,447,3072,1536,14677,955,2330,2263,1657,2453,1375,1041,695,1340,Icum
2020-07-01,19542,3325,2219,3278,4150,1069,661,164,449,3089,1539,14782,959,2338,2292,1689,2509,1405,1043,703,1347,Icum
2020-07-02,19711,3347,2240,3298,4198,1073,687,164,452,3116,1575,14945,973,2357,2316,1735,2516,1412,1053,710,1361,Icum
2020-07-03,19887,3373,2248,3310,4251,1074,696,164,460,3143,1592,15080,979,2363,2350,1760,2585,1448,1064,715,1391,Icum
2020-07-04,19983,3391,2248,3336,4299,1074,698,166,460,3145,1593,15185,980,2379,2350,1774,2598,1465,1064,718,1391,Icum
2020-07-05,20091,3391,2248,3350,4301,1074,698,173,460,3147,1593,15254,980,2379,2376,1799,2647,1471,1066,721,1393,Icum
2020-07-06,20144,3393,2257,3353,4303,1076,706,176,462,3175,1593,15271,984,2386,2401,1801,2666,1497,1067,721,1431,Icum
2020-07-07,20191,3404,2269,3363,4352,1076,711,176,465,3184,1621,15308,987,2393,2412,1810,2679,1503,1069,727,1441,Icum
2020-07-08,20314,3420,2287,3376,4394,1081,720,180,467,3211,1627,15423,994,2404,2431,1833,2729,1529,1071,728,1455,Icum
2020-07-09,20399,3427,2300,3386,4420,1084,724,183,470,3238,1631,15486,996,2410,2445,1846,2754,1534,1079,728,1468,Icum
2020-07-10,20472,3442,2310,3397,4451,1088,729,184,470,3267,1645,15535,1000,2421,2460,1852,2787,1561,1085,731,1490,Icum
2020-07-11,20545,3451,2315,3405,4475,1092,731,185,471,3270,1648,15598,1000,2424,2460,1857,2873,1570,1087,734,1494,Icum
2020-07-12,20573,3452,2315,3410,4478,1093,732,187,471,3271,1649,15618,1000,2426,2476,1857,2879,1589,1087,734,1494,Icum
2020-07-13,20604,3454,2316,3417,4481,1094,733,188,473,3302,1653,15641,1002,2433,2489,1869,2899,1590,1092,734,1497,Icum
2020-07-14,20692,3473,2339,3425,4503,1099,734,189,475,3317,1658,15685,1003,2435,2504,1880,2907,1611,1095,739,1510,Icum
2020-07-15,20756,3486,2339,3436,4534,1103,737,189,476,3352,1666,15743,1004,2444,2512,1881,2927,1620,1097,740,1518,Icum
2020-07-16,20842,3502,2343,3443,4543,1104,742,196,478,3382,1671,15778,1006,2449,2519,1890,2937,1626,1104,744,1529,Icum
2020-07-17,20920,3510,2346,3449,4559,1112,744,200,478,3418,1683,15834,1008,2451,2522,1895,2947,1638,1107,752,1539,Icum
2020-07-18,20950,3512,2357,3458,4574,1119,745,205,479,3423,1683,15903,1008,2454,2522,1904,2962,1642,1107,757,1539,Icum
2020-07-19,20968,3512,2360,3461,4583,1120,746,206,479,3425,1684,15938,1009,2454,2526,1909,2968,1659,1109,758,1539,Icum
2020-07-20,20991,3512,2360,3467,4585,1120,751,206,479,3460,1692,15952,1010,2456,2533,1910,2969,1673,1113,758,1547,Icum
2020-07-21,21069,3517,2360,3471,4604,1122,757,210,479,3486,1699,15982,1011,2458,2537,1921,2982,1675,1116,760,1554,Icum
2020-07-22,21138,3524,2374,3473,4622,1128,759,217,480,3520,1704,16068,1014,2461,2547,1925,2993,1684,1116,761,1559,Icum
2020-07-23,21195,3528,2374,3474,4628,1136,759,219,480,3539,1708,16126,1015,2468,2551,1929,3015,1698,1118,762,1565,Icum
2020-07-24,21255,3530,2378,3479,4637,1138,761,223,481,3563,1713,16210,1017,2472,2556,1937,3024,1713,1124,765,1573,Icum
2020-07-25,21276,3532,2378,3485,4643,1139,763,225,482,3565,1714,16266,1023,2476,2561,1939,3031,1718,1127,766,1578,Icum
2020-07-26,21297,3534,2378,3487,4643,1139,763,230,482,3566,1715,16274,1024,2476,2561,1939,3031,1718,1128,766,1578,Icum
2020-07-27,21306,3535,2379,3490,4644,1139,764,230,483,3594,1722,16284,1024,2479,2564,1940,3032,1718,1128,766,1579,Icum
2020-07-28,21384,3541,2382,3495,4659,1143,765,230,487,3602,1728,16385,1024,2489,2569,1943,3036,1729,1133,770,1589,Icum
2020-07-29,21430,3551,2383,3503,4670,1151,770,238,488,3646,1743,16496,1027,2489,2581,1946,3041,1732,1134,770,1595,Icum
2020-07-30,21479,3559,2385,3511,4684,1155,774,249,490,3678,1759,16604,1030,2496,2585,1950,3044,1745,1138,772,1599,Icum
2020-07-31,21522,3572,2385,3515,4694,1163,778,250,492,3716,1773,16670,1032,2513,2594,1961,3048,1753,1138,773,1602,Icum
2020-08-01,21586,3572,2387,3524,4703,1165,779,250,493,3717,1774,16847,1037,2516,2600,1965,3053,1755,1138,784,1602,Icum
2020-08-02,21592,3574,2387,3530,4706,1167,779,251,493,3721,1775,16857,1038,2516,2600,1966,3053,1755,1138,784,1603,Icum
2020-08-03,21614,3579,2387,3555,4708,1169,781,251,494,3761,1789,16876,1040,2522,2607,1966,3053,1757,1150,784,1607,Icum
2020-08-04,21706,3593,2389,3561,4729,1176,781,256,503,3771,1796,16984,1040,2530,2621,1974,3057,1764,1151,787,1614,Icum
2020-08-05,21765,3601,2389,3576,4745,1181,784,268,505,3825,1826,17147,1055,2537,2625,1989,3059,1775,1153,787,1616,Icum
2020-08-06,21832,3606,2392,3587,4757,1201,785,270,512,3851,1845,17285,1067,2552,2632,1998,3068,1782,1157,788,1619,Icum
2020-08-07,21880,3626,2395,3595,4772,1218,789,275,521,3897,1870,17419,1080,2559,2637,2002,3069,1786,1157,792,1627,Icum
2020-08-08,21931,3627,2399,3606,4781,1228,791,275,525,3904,1872,17521,1093,2567,2639,2008,3088,1795,1157,792,1627,Icum
2020-08-09,21955,3627,2399,3618,4787,1229,793,285,526,3905,1874,17527,1095,2567,2639,2014,3088,1795,1157,792,1627,Icum
2020-08-10,21992,3631,2399,3627,4787,1240,795,287,533,3951,1895,17556,1097,2570,2649,2018,3088,1796,1161,792,1631,Icum
2020-08-11,22094,3637,2405,3637,4806,1261,796,290,544,3985,1928,17664,1100,2584,2657,2023,3102,1798,1162,803,1636,Icum
2020-08-12,22175,3650,2409,3643,4819,1285,805,293,554,4053,1939,17804,1113,2594,2663,2029,3111,1804,1164,808,1640,Icum
2020-08-13,22230,3662,2410,3652,4830,1295,812,297,563,4099,1951,17932,1124,2599,2667,2040,3118,1812,1164,818,1643,Icum
2020-08-14,22311,3669,2411,3670,4839,1311,815,301,567,4139,1963,18018,1129,2607,2675,2048,3128,1812,1170,831,1648,Icum
2020-08-15,22366,3678,2415,3689,4854,1316,817,307,571,4150,1964,18075,1140,2611,2680,2050,3131,1816,1173,834,1651,Icum
2020-08-16,22371,3678,2415,3699,4855,1319,819,307,572,4153,1965,18107,1141,2612,2680,2051,3131,1816,1175,834,1651,Icum
2020-08-17,22406,3682,2416,3706,4857,1322,822,308,573,4228,1977,18113,1142,2620,2683,2056,3136,1817,1175,834,1652,Icum
2020-08-18,22477,3692,2420,3714,4875,1329,834,310,575,4274,2016,18171,1144,2625,2689,2064,3139,1818,1175,842,1656,Icum
2020-08-19,22550,3707,2421,3722,4886,1339,836,311,586,4327,2020,18276,1149,2637,2703,2071,3143,1832,1175,842,1657,Icum
2020-08-20,22615,3712,2423,3733,4900,1353,844,312,589,4382,2030,18388,1155,2641,2707,2076,3151,1834,1177,844,1657,Icum
2020-08-21,22674,3719,2423,3741,4908,1356,853,314,592,4445,2059,18455,1160,2644,2713,2085,3156,1841,1177,848,1658,Icum
2020-08-22,22723,3741,2424,3749,4915,1363,858,314,594,4450,2061,18482,1168,2644,2716,2089,3164,1843,1177,848,1658,Icum
2020-08-23,22724,3742,2424,3765,4917,1365,860,315,594,4452,2064,18504,1168,2644,2716,2093,3165,1843,1177,848,1658,Icum
2020-08-24,22754,3742,2424,3770,4917,1365,862,315,594,4542,2085,18517,1169,2647,2718,2098,3165,1843,1177,848,1660,Icum
2020-08-25,22802,3752,2424,3778,4922,1380,864,315,596,4590,2105,18549,1170,2652,2724,2108,3168,1844,1177,853,1661,Icum
2020-08-26,22849,3758,2427,3786,4927,1387,872,315,600,4643,2121,18589,1177,2654,2729,2116,3184,1849,1179,855,1661,Icum
2020-08-27,22884,3764,2428,3789,4932,1391,873,318,601,4692,2131,18643,1178,2657,2734,2127,3185,1850,1180,856,1667,Icum
2020-08-28,22923,3771,2432,3793,4943,1404,876,318,607,4732,2132,18674,1178,2657,2736,2134,3189,1852,1181,859,1668,Icum
2020-08-29,22949,3777,2434,3793,4949,1408,884,318,609,4736,2136,18719,1180,2657,2737,2145,3190,1852,1188,861,1668,Icum
2020-08-30,22963,3777,2434,3793,4949,1408,884,318,609,4739,2140,18737,1180,2657,2737,2149,3193,1853,1189,861,1668,Icum
2020-08-31,22983,3779,2434,3812,4950,1409,885,318,609,4805,2168,18748,1181,2657,2741,2155,3194,1853,1190,861,1668,Icum
2020-09-01,23014,3786,2434,3815,4959,1416,885,318,610,4812,2187,18775,1186,2687,2747,2168,3196,1853,1191,862,1670,Icum
2020-09-02,23052,3791,2434,3819,4973,1424,887,318,610,4853,2193,18828,1189,2701,2748,2181,3205,1853,1191,862,1672,Icum
2020-09-03,23110,3802,2435,3830,4986,1432,889,318,610,4887,2220,18884,1190,2717,2757,2192,3211,1856,1206,866,1672,Icum
2020-09-04,23163,3806,2435,3839,5009,1438,891,319,611,4930,2228,18959,1194,2731,2764,2198,3213,1858,1206,867,1673,Icum
