date,Stockholm,Uppsala,Sörmland,Östergötland,Jönköping,Kronoberg,Kalmar,Gotland,Blekinge,Skåne,Halland,Västra Götaland,Värmland,Örebro,Västmanland,Dalarna,Gävleborg,Västernorrland,Jämtland,Västerbotten,Norrbotten,compartment
2021-09-10,270463,41776,26788,43987,44895,23239,25110,4544,13302,162907,42624,198879,21285,33408,28999,28053,36794,27379,12996,24801,27204,Icum
2021-09-11,270463,41776,26788,43987,44895,23239,25110,4544,13302,162907,42624,198879,21285,33408,28999,28053,36794,27379,12996,24801,27206,Icum
2021-09-12,270463,41776,26788,43987,44895,23239,25110,4544,13302,162907,42624,198879,21285,33408,28999,28053,36794,27379,12996,24801,27206,Icum
2021-09-13,271135,41849,26818,44080,44949,23253,25143,4550,13309,163174,42702,199378,21306,33477,29043,28098,36821,27395,13012,24864,27216,Icum
2021-09-14,271404,41882,26839,44097,45003,23292,25173,4550,13322,163294,42739,199608,21315,33516,29080,28168,36857,27407,13017,24895,27228,Icum
2021-09-15,271766,41924,26847,44146,45044,23305,25193,4554,13326,163438,42767,199853,21323,33545,29111,28200,36870,27420,13034,24971,27233,Icum
2021-09-16,271986,41951,26867,44177,45080,23320,25203,4554,13338,163578,42818,200100,21333,33573,29138,28239,36884,27431,13049,25002,27243,Icum
2021-09-17,272223,41979,26872,44206,45109,23329,25212,4556,13344,163659,42838,200275,21339,33595,29194,28268,36897,27443,13058,25044,27253,Icum
2021-09-18,272223,41979,26872,44206,45109,23329,25212,4556,13344,163660,42838,200275,21339,33595,29194,28268,36897,27443,13058,25044,27253,Icum
2021-09-19,272223,41979,26872,44206,45109,23329,25212,4556,13344,163660,42838,200275,21339,33595,29194,28268,36897,27443,13058,25044,27253,Icum
2021-09-20,272636,42028,26888,44245,45142,23336,25214,4556,13352,163810,42872,200488,21351,33624,29230,28285,36908,27452,13065,25120,27270,Icum
2021-09-21,272885,42050,26902,44295,45177,23351,25232,4558,13361,163909,42890,200593,21379,33662,29281,28328,36923,27461,13068,25178,27280,Icum
2021-09-22,273092,42074,26917,44307,45196,23362,25237,4558,13367,163986,42924,200717,21388,33681,29318,28342,36934,27465,13076,25259,27306,Icum
2021-09-23,273279,42098,26935,44329,45225,23371,25244,4562,13372,164069,42941,200894,21396,33711,29360,28371,36946,27469,13082,25299,27324,Icum
2021-09-24,273502,42119,26942,44356,45250,23382,25253,4563,13377,164134,42953,201050,21405,33736,29381,28391,36954,27474,13090,25331,27349,Icum
2021-09-25,273502,42119,26942,44356,45250,23382,25253,4563,13377,164134,42953,201050,21405,33736,29381,28391,36954,27474,13090,25331,27350,Icum
2021-09-26,273502,42119,26942,44356,45250,23382,25253,4563,13377,164134,42953,201050,21405,33736,29381,28391,36954,27474,13090,25331,27356,Icum
2021-09-27,273922,42148,26958,44389,45274,23389,25265,4563,13384,164250,42977,201187,21414,33782,29433,28423,36970,27481,13104,25375,27380,Icum
2021-09-28,274165,42181,27002,44413,45318,23398,25279,4564,13390,164336,43003,201259,21426,33817,29490,28452,36999,27488,13111,25426,27396,Icum
2021-09-29,274386,42221,27022,44426,45347,23415,25296,4566,13394,164404,43024,201432,21430,33849,29534,28475,37016,27493,13116,25498,27421,Icum
2021-09-30,274608,42253,27039,44447,45381,23425,25315,4566,13397,164475,43034,201569,21435,33876,29579,28491,37035,27494,13126,25541,27445,Icum
2021-10-01,274826,42275,27059,44461,45400,23437,25328,4566,13399,164537,43044,201671,21438,33907,29618,28499,37063,27503,13129,25585,27484,Icum
2021-10-02,274826,42275,27059,44461,45400,23437,25328,4566,13399,164537,43044,201671,21438,33907,29618,28499,37063,27503,13129,25585,27486,Icum
2021-10-03,274826,42275,27059,44461,45400,23437,25328,4566,13399,164537,43044,201671,21438,33907,29618,28499,37063,27503,13129,25585,27486,Icum
2021-10-04,275283,42325,27101,44483,45423,23447,25341,4568,13403,164639,43083,201838,21449,33954,29679,28517,37105,27507,13135,25637,27506,Icum
2021-10-05,275497,42361,27129,44492,45440,23459,25361,4568,13408,164700,43100,201929,21458,33994,29720,28535,37147,27517,13136,25681,27529,Icum
2021-10-06,275731,42401,27154,44517,45461,23469,25369,4569,13414,164771,43112,202094,21465,34027,29754,28542,37183,27530,13144,25718,27578,Icum
2021-10-07,275923,42441,27172,44531,45471,23476,25384,4570,13418,164841,43130,202248,21471,34059,29789,28553,37210,27544,13152,25749,27612,Icum
2021-10-08,276135,42473,27199,44555,45481,23485,25394,4570,13422,164883,43149,202296,21476,34079,29830,28558,37226,27555,13154,25773,27650,Icum
2021-10-09,276135,42473,27199,44555,45481,23485,25394,4570,13422,164883,43149,202296,21476,34079,29830,28558,37226,27555,13154,25773,27666,Icum
2021-10-10,276135,42473,27199,44555,45481,23485,25394,4570,13422,164883,43149,202296,21476,34079,29830,28558,37226,27555,13154,25773,27675,Icum
2021-10-11,276534,42516,27226,44595,45499,23501,25402,4571,13423,165001,43182,202493,21484,34113,29894,28570,37260,27572,13157,25819,27677,Icum
2021-10-12,276746,42552,27279,44623,45531,23525,25425,4571,13437,165094,43196,202588,21496,34146,29942,28602,37297,27586,13162,25881,27715,Icum
2021-10-13,276976,42571,27304,44657,45556,23543,25440,4572,13441,165163,43203,202711,21504,34185,29981,28613,37313,27608,13166,25917,27766,Icum
2021-10-14,277152,42599,27340,44676,45575,23558,25452,4573,13447,165217,43216,202822,21508,34215,30019,28631,37337,27622,13174,25942,27783,Icum
2021-10-15,277275,42615,27367,44699,45593,23582,25462,4575,13450,165282,43228,202888,21510,34234,30048,28653,37358,27639,13178,25974,27813,Icum
2021-10-16,277275,42615,27367,44699,45593,23582,25462,4575,13450,165282,43228,202888,21510,34234,30048,28653,37358,27639,13178,25974,27827,Icum
2021-10-17,277275,42615,27367,44699,45593,23582,25462,4575,13450,165282,43228,202888,21510,34234,30048,28653,37358,27639,13178,25974,27827,Icum
2021-10-18,277668,42645,27416,44729,45614,23603,25486,4575,13459,165423,43252,203024,21514,34273,30105,28667,37376,27653,13183,26003,27847,Icum
2021-10-19,277830,42678,27469,44752,45647,23628,25508,4575,13468,165526,43271,203103,21524,34292,30191,28690,37401,27671,13188,26043,27878,Icum
2021-10-20,278042,42706,27494,44782,45664,23641,25545,4575,13469,165632,43286,203214,21532,34314,30233,28710,37414,27682,13194,26069,27921,Icum
2021-10-21,278264,42725,27513,44810,45687,23655,25566,4577,13484,165712,43294,203349,21544,34334,30282,28728,37431,27693,13203,26091,27954,Icum
2021-10-22,278522,42773,27534,44852,45710,23669,25582,4577,13493,165796,43307,203483,21563,34348,30363,28749,37457,27710,13208,26113,27978,Icum
2021-10-23,278673,42780,27563,44868,45728,23679,25600,4577,13497,165836,43319,203553,21578,34365,30419,28769,37470,27719,13208,26131,27980,Icum
2021-10-24,278758,42795,27564,44878,45729,23679,25606,4577,13497,165883,43319,203608,21588,34377,30459,28775,37475,27721,13215,26132,27996,Icum
2021-10-25,278993,42815,27575,44907,45730,23680,25612,4577,13497,165953,43336,203677,21588,34396,30467,28775,37478,27730,13220,26132,28032,Icum
2021-10-26,279262,42871,27619,44939,45775,23693,25659,4577,13501,166057,43356,203915,21610,34429,30576,28813,37517,27732,13234,26211,28086,Icum
2021-10-27,279408,42924,27656,44971,45791,23704,25701,4578,13511,166152,43366,204070,21629,34455,30667,28834,37544,27761,13246,26241,28114,Icum
2021-10-28,279744,42991,27688,45004,45814,23712,25723,4578,13518,166245,43384,204223,21649,34477,30753,28865,37590,27767,13251,26281,28145,Icum
2021-10-29,279986,43022,27722,45046,45839,23718,25748,4578,13527,166386,43406,204374,21664,34505,30840,28887,37631,27774,13258,26301,28167,Icum
2021-10-30,280259,43068,27741,45069,45853,23726,25765,4578,13529,166451,43413,204505,21695,34529,30908,28900,37665,27792,13259,26329,28206,Icum
2021-10-31,280339,43086,27742,45082,45854,23727,25782,4578,13534,166514,43413,204512,21700,34549,30950,28905,37675,27792,13262,26329,28216,Icum
2021-11-01,280619,43090,27755,45118,45855,23729,25788,4578,13534,166592,43438,204597,21720,34577,30957,28906,37678,27799,13264,26334,28242,Icum
2021-11-02,280835,43126,27785,45131,45881,23736,25831,4578,13562,166729,43456,204828,21742,34616,31082,28927,37724,27828,13269,26390,28276,Icum
2021-11-03,281073,43173,27807,45143,45891,23753,25853,4580,13572,166820,43468,204944,21767,34653,31149,28936,37751,27836,13271,26426,28303,Icum
2021-11-04,281290,43206,27826,45160,45905,23768,25909,4583,13585,166914,43474,205055,21792,34673,31216,28947,37772,27849,13274,26457,28340,Icum
2021-11-05,281437,43232,27848,45174,45919,23778,25946,4583,13597,167039,43501,205163,21804,34703,31267,28958,37798,27861,13277,26482,28359,Icum
2021-11-06,281563,43255,27861,45190,45940,23786,25971,4584,13611,167119,43515,205235,21817,34737,31322,28979,37814,27869,13277,26511,28367,Icum
2021-11-07,281695,43261,27862,45194,45943,23791,25983,4585,13611,167158,43516,205241,21826,34761,31322,28982,37830,27869,13278,26513,28380,Icum
2021-11-08,281856,43280,27877,45209,45945,23793,25987,4587,13612,167261,43554,205269,21832,34805,31335,28983,37831,27871,13279,26517,28420,Icum
2021-11-09,282124,43323,27910,45227,45975,23813,26060,4589,13639,167456,43590,205460,21870,34868,31427,28994,37885,27896,13289,26585,28444,Icum
2021-11-10,282401,43363,27937,45252,46006,23820,26089,4590,13662,167616,43613,205589,21899,34922,31493,29003,37910,27905,13292,26609,28473,Icum
2021-11-11,282586,43411,27969,45271,46029,23827,26121,4595,13677,167759,43644,205705,21928,34982,31554,29014,37953,27924,13295,26636,28489,Icum
2021-11-12,282854,43449,27988,45293,46047,23841,26154,4596,13688,167892,43675,205814,21955,35012,31600,29026,37982,27938,13302,26665,28509,Icum
2021-11-13,283117,43472,27998,45297,46071,23849,26183,4600,13705,167993,43706,205888,21988,35052,31667,29037,38017,27950,13309,26691,28519,Icum
2021-11-14,283206,43483,27998,45305,46072,23850,26193,4600,13706,168065,43706,205890,22000,35084,31702,29041,38025,27950,13309,26693,28542,Icum
2021-11-15,283408,43491,28008,45319,46076,23851,26205,4602,13706,168159,43742,205979,22023,35124,31713,29043,38031,27956,13309,26698,28551,Icum
2021-11-16,283609,43554,28033,45339,46114,23866,26261,4606,13721,168372,43786,206178,22063,35189,31819,29072,38090,27984,13322,26736,28576,Icum
2021-11-17,283958,43616,28065,45356,46135,23881,26292,4622,13732,168520,43816,206361,22099,35217,31914,29084,38154,27998,13327,26754,28595,Icum
2021-11-18,284237,43665,28080,45375,46154,23897,26329,4631,13748,168713,43836,206546,22130,35274,31990,29099,38184,28019,13334,26778,28607,Icum
2021-11-19,284602,43714,28111,45402,46174,23905,26375,4640,13765,168890,43905,206765,22160,35336,32058,29122,38223,28038,13338,26804,28613,Icum
2021-11-20,284818,43743,28131,45411,46202,23925,26416,4659,13787,169044,43953,206938,22193,35392,32138,29147,38272,28065,13348,26829,28621,Icum
2021-11-21,284996,43761,28134,45425,46205,23925,26426,4663,13787,169139,43956,206954,22209,35432,32187,29157,38285,28066,13349,26831,28627,Icum
2021-11-22,285324,43790,28157,45446,46207,23925,26431,4677,13787,169319,44032,207119,22238,35452,32206,29160,38286,28073,13351,26835,28651,Icum
2021-11-23,285876,43880,28226,45469,46242,23942,26523,4682,13841,169643,44130,207234,22275,35550,32360,29215,38364,28127,13384,26908,28672,Icum
2021-11-24,286359,43948,28256,45501,46283,23956,26590,4698,13871,169960,44214,207693,22300,35622,32506,29248,38439,28177,13402,26935,28692,Icum
2021-11-25,286870,44017,28287,45544,46319,23977,26647,4713,13914,170294,44335,208101,22339,35708,32629,29276,38483,28212,13409,26977,28713,Icum
2021-11-26,287457,44088,28319,45594,46364,23981,26697,4721,13956,170639,44442,208296,22380,35815,32758,29327,38551,28250,13421,27006,28727,Icum
2021-11-27,287932,44127,28355,45614,46400,23991,26734,4723,14008,170920,44508,208493,22421,35910,32887,29351,38635,28305,13450,27045,28739,Icum
2021-11-28,288266,44178,28357,45654,46407,24002,26749,4725,14011,171031,44524,208600,22441,35944,32953,29359,38662,28308,13463,27045,28749,Icum
2021-11-29,288779,44244,28394,45681,46412,24002,26762,4734,14011,171269,44663,208783,22468,35986,32965,29364,38665,28315,13463,27052,28763,Icum
2021-11-30,289332,44355,28476,45734,46505,24034,26852,4739,14075,171794,44759,208997,22531,36090,33129,29424,38775,28416,13493,27123,28799,Icum
2021-12-01,289860,44458,28532,45778,46575,24071,26902,4748,14132,172196,44852,209315,22607,36217,33273,29469,38889,28505,13503,27160,28814,Icum
2021-12-02,290275,44611,28587,45823,46644,24076,26952,4757,14156,172620,44943,209607,22654,36302,33432,29521,38994,28560,13520,27199,28831,Icum
2021-12-03,290695,44696,28655,45859,46702,24137,27015,4761,14181,173010,45019,209880,22699,36404,33572,29567,39096,28645,13541,27236,28848,Icum
2021-12-04,291225,44803,28724,45895,46776,24142,27073,4769,14230,173410,45081,210194,22723,36493,33728,29577,39104,28659,13554,27278,28864,Icum
2021-12-05,291660,44851,28726,45928,46781,24166,27084,4771,14261,173555,45102,210230,22759,36557,33732,29581,39106,28660,13554,27278,28887,Icum
2021-12-06,292572,44923,28748,45983,46786,24167,27111,4772,14264,173833,45214,210491,22788,36608,33811,29644,39209,28774,13579,27289,28917,Icum
2021-12-07,293396,45062,28829,46067,46970,24211,27249,4784,14318,174514,45278,210642,22904,36749,34001,29748,39397,28788,13583,27382,28944,Icum
2021-12-08,294116,45241,28908,46151,47011,24244,27326,4794,14343,175057,45401,211164,22981,36855,34143,29851,39502,28924,13636,27436,28987,Icum
2021-12-09,294750,45426,28976,46226,47128,24266,27395,4801,14427,175586,45528,211547,23063,36967,34293,29984,39596,29024,13668,27480,29012,Icum
2021-12-10,295475,45443,29065,46311,47240,24300,27479,4813,14489,176121,45608,211830,23139,37086,34450,30101,39699,29112,13695,27517,29036,Icum
2021-12-11,296020,45445,29129,46343,47338,24334,27563,4814,14519,176593,45675,212080,23217,37155,34580,30211,39788,29267,13729,27544,29060,Icum
2021-12-12,296677,45445,29130,46362,47363,24338,27581,4817,14522,176726,45710,212272,23267,37254,34678,30236,39812,29280,13768,27552,29089,Icum
2021-12-13,297685,45862,29177,46450,47363,24340,27596,4817,14525,177085,45820,212745,23307,37318,34699,30241,39819,29297,13772,27566,29107,Icum
2021-12-14,298740,46026,29278,46511,47560,24376,27735,4819,14618,177827,45943,212995,23404,37495,34897,30491,39966,29404,13779,27647,29144,Icum
2021-12-15,299876,46100,29344,46618,47672,24431,27823,4828,14672,178560,46080,213627,23513,37521,35078,30620,40085,29494,13857,27690,29175,Icum
2021-12-16,300914,46346,29424,46727,47786,24464,27935,4835,14757,179338,46220,214116,23601,37691,35262,30753,40186,29563,13913,27738,29211,Icum
2021-12-17,302045,46513,29503,46801,47879,24469,28037,4840,14800,180195,46370,214648,23700,37851,35453,30869,40314,29641,13986,27800,29246,Icum
2021-12-18,303098,46602,29574,46836,48025,24507,28141,4844,14820,180897,46449,214926,23794,37960,35672,30983,40420,29648,13988,27868,29297,Icum
2021-12-19,304002,46616,29575,46885,48029,24555,28160,4844,14880,181164,46489,215070,23855,38022,35790,31040,40448,29696,14030,27873,29345,Icum
2021-12-20,305227,46837,29596,46953,48035,24557,28181,4849,14881,181686,46646,215704,23901,38058,35823,31043,40450,29701,14033,27878,29366,Icum
2021-12-21,306355,46967,29714,47006,48073,24647,28315,4861,14960,182741,46790,216206,24078,38178,36083,31255,40602,29803,14038,27989,29412,Icum
2021-12-22,308082,47173,29805,47093,48244,24725,28410,4872,14992,183757,46845,216716,24252,38305,36290,31374,40735,29834,14142,28064,29470,Icum
2021-12-23,309724,47252,29909,47215,48375,24732,28516,4877,15087,184800,47033,217289,24354,38439,36463,31541,40881,29918,14232,28119,29552,Icum
2021-12-24,311574,47358,29923,47305,48590,24900,28602,4885,15171,185824,47223,218141,24592,38546,36641,31651,41008,30044,14356,28191,29598,Icum
2021-12-25,312304,47402,29923,47317,48597,24901,28612,4886,15201,186457,47501,218554,24595,38616,36654,31655,41037,30074,14357,28191,29653,Icum
2021-12-26,312920,47426,29923,47330,48604,24904,28624,4891,15205,186693,47555,218798,24763,38692,36744,31830,41040,30098,14361,28196,29681,Icum
2021-12-27,314876,47707,30115,47484,48618,24911,28644,4948,15206,187254,47923,220701,24863,38841,36762,31837,41191,30106,14478,28202,29736,Icum
2021-12-28,317129,47988,30376,47596,49029,25127,28924,5004,15362,189127,48285,221572,25186,39133,37137,32258,41402,30261,14488,28349,29901,Icum
2021-12-29,320126,48259,30651,47838,49316,25356,29129,5054,15508,191323,48830,222763,25473,39476,37431,32480,41641,30437,14853,28525,30091,Icum
2021-12-30,323467,48610,30930,48118,49392,25581,29374,5119,15675,193510,49372,224496,25808,39799,37680,32890,41850,30524,14941,28671,30216,Icum
2021-12-31,326962,48828,30935,48374,49819,25816,29586,5180,15773,195668,49963,225076,26146,40125,37951,33218,42020,30804,15228,28794,30356,Icum
2022-01-01,328794,48886,31163,48436,50182,25832,29610,5198,15805,196663,50189,225985,26152,40311,37957,33226,42027,30818,15244,28901,30514,Icum
2022-01-02,330800,49028,31180,48510,50205,25837,29632,5273,15863,197805,50433,226449,26438,40481,38066,33505,42081,30902,15667,28928,30537,Icum
2022-01-03,334117,49321,31307,48921,50229,25846,29698,5310,15869,198730,51228,229714,26605,40720,38099,33532,42196,30932,15701,28948,30577,Icum
2022-01-04,338811,49904,31876,49247,50309,26341,30226,5383,15927,201192,51450,232739,27198,41447,38872,34634,42856,30956,15747,29232,30831,Icum
2022-01-05,344997,50699,32606,49842,51547,26392,30564,5523,16179,204543,52561,238063,27267,42116,39515,34720,43320,31436,16561,29740,31071,Icum
2022-01-06,351609,51020,32825,50382,51972,26877,30622,5630,16382,207105,53578,240288,27806,42628,39556,35461,43339,31451,16599,30312,31527,Icum
2022-01-07,357026,51576,33508,50984,52326,26898,30973,5678,16544,210138,53769,244835,28450,42964,40105,35620,43934,31888,17332,30550,31795,Icum
2022-01-08,360893,52188,34025,51078,53055,27453,31384,5814,16573,213354,55499,248779,28958,43515,40158,36340,43945,32318,18117,30972,31975,Icum
2022-01-09,365684,52454,34147,51230,53091,27990,31454,5816,16640,215011,55768,253203,29440,43941,40856,37430,44626,32328,18139,31509,32146,Icum
2022-01-10,370874,53892,34650,52195,53289,28014,31558,5936,16837,216774,56414,255459,29640,44137,40920,37630,44647,32914,18211,31539,32450,Icum
2022-01-11,375351,54747,35440,52806,54790,28045,32211,5996,16846,219734,58444,259251,30149,44499,42527,38152,44917,33031,19248,31997,32723,Icum
2022-01-12,382033,55786,36480,53400,55786,28616,32631,6085,17294,223438,59634,262319,31064,45513,42635,39238,45691,33773,20069,32838,33145,Icum
2022-01-13,389049,56587,37228,54688,56171,29129,33113,6232,17605,227683,60852,265877,31841,46073,43658,39991,46576,34369,20219,33159,33437,Icum
2022-01-14,395437,57585,37509,55818,57387,29943,33520,6318,17701,231719,61598,269486,32696,47115,44691,40728,47470,34491,21054,33635,33817,Icum
2022-01-15,403196,58048,38727,56024,58744,30014,34060,6786,17927,235438,62566,271792,32947,48362,45708,41431,48375,35094,21689,34441,34139,Icum
2022-01-16,409151,58571,39572,56160,59370,30919,34201,6822,18272,237249,63965,275661,33529,50141,46771,41528,48392,35697,22392,34769,34452,Icum
2022-01-17,417997,59829,40054,58366,59537,31872,34399,6910,18337,239349,64510,278837,34569,51014,46882,42180,49314,35824,22438,34815,34749,Icum
2022-01-18,428409,61608,41694,59632,60837,31965,35777,6939,18687,243376,67543,286835,35490,51978,48021,42588,49555,36487,22992,35415,35268,Icum
2022-01-19,438404,62680,43307,61127,62113,32899,36834,7288,18741,247458,69904,292317,37123,53846,49512,44089,51020,37148,23093,37279,35537,Icum
2022-01-20,447723,64103,43877,62923,63619,33735,37775,7751,19769,253400,71766,300203,38491,55703,51300,45118,52601,37627,23947,37741,36262,Icum
2022-01-21,457222,65572,46168,64825,65718,33853,38787,7929,19797,258297,74521,304863,38843,57924,53323,45758,52648,38761,24715,38862,36855,Icum
2022-01-22,465006,65608,47303,65049,67428,36473,39464,8118,20651,264135,76878,310999,40419,59314,53328,47091,53999,39695,25135,39697,37156,Icum
2022-01-23,472166,66428,48510,65310,67531,36560,39734,8207,20798,265804,78710,320431,41663,61249,54755,48237,55363,39724,25279,39708,37761,Icum
2022-01-24,480289,68471,49983,70720,68468,37200,39842,8284,21224,268003,80841,325829,42029,63018,54993,48316,55410,40859,25792,39809,38457,Icum
2022-01-25,489931,70504,51562,72284,69929,37501,41404,8620,21669,272322,82897,334438,44176,65263,57086,49896,56694,41781,26284,41039,39226,Icum
2022-01-26,498938,72316,52954,74304,71175,38458,42619,8776,22512,278444,84411,337428,46539,67355,59139,51709,58175,42582,26377,42181,39792,Icum
2022-01-27,507107,74770,53699,76443,73857,39697,43889,9011,23059,283960,87289,351858,48013,68819,61290,53080,59671,43760,27609,42934,40262,Icum
2022-01-28,514227,76595,54493,77396,75048,40517,45036,9266,23565,288677,89531,358336,49128,70979,63096,54847,61957,44700,27975,43439,40784,Icum
2022-01-29,518659,77715,54902,77575,76876,42065,45993,9477,24093,294679,90238,365167,51093,72048,64064,56304,63024,45860,28413,44498,41176,Icum
2022-01-30,521073,78403,55081,77681,76967,42229,46755,9479,24662,296849,90861,368467,51514,73485,64652,56839,63190,45891,28605,44597,41705,Icum
2022-01-31,526586,79461,55386,81460,77021,42277,47088,9494,24680,298834,92415,376031,52126,74613,64754,56951,63241,46042,28670,44671,41983,Icum
2022-02-01,532732,80394,56149,82795,78830,43052,49093,9935,25476,303650,93763,382729,53853,77264,66484,58867,64878,47009,29015,46185,42561,Icum
2022-02-02,537659,81446,57104,84309,79935,44063,50482,10138,26059,309203,95272,390623,54895,78268,67604,59973,66079,47768,29628,47045,43101,Icum
2022-02-03,542351,82373,57721,85574,80743,44774,51603,10323,26503,313535,96445,394017,55880,80313,68894,61237,67000,48370,29889,47923,43481,Icum
2022-02-04,545582,82749,58103,86897,81454,45266,52600,10453,26908,317053,97301,401560,56777,81436,69155,62062,67661,48767,30152,48710,44004,Icum
2022-02-05,546949,83071,58434,87034,82026,45617,53353,10545,26980,319429,98035,409047,57405,82482,69964,62970,68315,49059,30354,49200,44369,Icum
2022-02-06,547553,83353,58507,87130,82070,45765,53536,10546,27274,320248,98420,414847,57735,83072,69997,63004,68322,49059,30362,49236,44670,Icum
2022-02-07,549711,83987,58606,88761,82100,45780,53775,10586,27287,321807,99028,415715,58094,83685,70103,63078,68368,49127,30392,49370,44999,Icum
2022-02-08,551529,84923,59222,89157,82869,46127,55188,10772,27694,325147,99587,416834,59019,84939,71036,64251,69452,49848,30846,50255,45269,Icum
2022-02-09,553700,85460,59624,90173,83253,46701,55955,10864,27994,327286,100142,419381,59611,85818,71533,64880,69909,50128,31032,50764,45591,Icum
2022-02-10,554305,85681,59839,90650,83440,46819,56419,10887,28119,327949,100531,420886,59968,86261,71827,65072,70162,50331,31152,50975,45944,Icum
2022-02-11,555056,85886,59983,90879,83579,46896,56598,10913,28215,328562,100750,422453,60200,86598,72061,65220,70321,50467,31232,51171,46005,Icum
2022-02-12,555354,86039,60085,90982,83684,47000,56780,10938,28230,328793,100879,422647,60393,86835,72197,65348,70423,50546,31301,51332,46076,Icum
2022-02-13,555571,86113,60100,91054,83711,47026,56798,10941,28290,328830,100962,422734,60515,87000,72254,65392,70444,50547,31308,51355,46092,Icum
2022-02-14,555977,86166,60194,91173,83736,47045,56909,10947,28303,329244,101033,423188,60707,87196,72331,65446,70488,50601,31325,51420,46149,Icum
2022-02-15,556396,86346,60433,91359,83889,47196,57076,10978,28418,329852,101260,423585,60989,87492,72535,65704,70730,50774,31418,51744,46281,Icum
2022-02-16,557086,86487,60600,91529,84001,47310,57223,11000,28485,330236,101331,423945,61205,87786,72702,65890,70888,50901,31473,52014,46404,Icum
2022-02-17,557774,86605,60734,91672,84119,47410,57421,11020,28534,330614,101517,424692,61400,88044,72882,66044,71035,50969,31520,52210,46495,Icum
2022-02-18,558563,86724,60872,91813,84232,47509,57547,11040,28575,330918,101622,424962,61583,88216,73017,66192,71147,51051,31582,52396,46569,Icum
2022-02-19,558888,86731,60930,91900,84316,47560,57630,11047,28620,331102,101677,425059,61705,88355,73094,66292,71237,51112,31628,52590,46625,Icum
2022-02-20,559109,86833,60966,91955,84336,47568,57649,11066,28623,331119,101812,425144,61771,88493,73142,66329,71261,51113,31631,52616,46646,Icum
2022-02-21,559515,86906,61056,92079,84354,47596,57689,11073,28631,331392,101879,425754,61897,88580,73199,66368,71293,51184,31660,52674,46694,Icum
2022-02-22,559960,86990,61207,92225,84481,47690,57833,11091,28705,331547,102061,426088,62065,88757,73370,66499,71458,51336,31731,52956,46858,Icum
2022-02-23,560534,87082,61287,92314,84580,47755,57982,11120,28754,331648,102189,426413,62239,88932,73504,66682,71578,51387,31783,53247,46986,Icum
2022-02-24,561011,87143,61366,92420,84653,47808,58082,11140,28790,332459,102305,427015,62371,89098,73607,66782,71688,51481,31845,53402,47043,Icum
2022-02-25,561608,87238,61451,92530,84716,47875,58171,11151,28836,332679,102396,427283,62509,89305,73713,66887,71777,51544,31889,53581,47125,Icum
2022-02-26,561805,87271,61481,92600,84762,47923,58251,11162,28883,332797,102450,427403,62583,89387,73774,66983,71847,51581,31896,53725,47185,Icum
2022-02-27,561942,87346,61521,92651,84776,47933,58275,11164,28885,332835,102496,427737,62641,89512,73798,67021,71855,51582,31908,53755,47208,Icum
2022-02-28,562339,87400,61579,92699,84794,47945,58307,11177,28891,333062,102571,427885,62701,89566,73840,67063,71886,51587,31940,53817,47252,Icum
2022-03-01,562748,87465,61689,92844,84830,48056,58458,11206,28933,333322,102665,428090,62837,89793,73977,67248,72036,51675,32027,54136,47334,Icum
2022-03-02,562948,87536,61761,92934,84940,48130,58561,11216,28979,333504,102760,428487,62934,89931,74074,67370,72151,51849,32060,54295,47394,Icum
2022-03-03,563305,87651,61822,93020,85008,48191,58641,11230,29019,333712,102825,428658,63023,90062,74143,67498,72243,51872,32097,54427,47448,Icum
2022-03-04,563706,87697,61891,93097,85055,48244,58716,11240,29047,333811,102894,428832,63092,90159,74213,67560,72332,51949,32129,54580,47543,Icum
2022-03-05,563825,87703,61944,93147,85100,48270,58757,11248,29073,333921,102949,429093,63129,90239,74258,67595,72386,52008,32143,54693,47573,Icum
2022-03-06,563848,87704,61948,93176,85119,48279,58762,11248,29084,333934,102974,429120,63147,90308,74284,67609,72386,52009,32150,54709,47583,Icum
2022-03-07,564108,87786,62009,93224,85141,48301,58796,11255,29094,334133,103003,429257,63301,90362,74325,67665,72451,52056,32175,54757,47610,Icum
2022-03-08,564373,87860,62101,93309,85218,48374,58917,11267,29136,334337,103097,429429,63419,90393,74425,67852,72575,52117,32209,54952,47668,Icum
2022-03-09,564632,87903,62163,93380,85273,48420,58985,11282,29162,334508,103163,429823,63505,90561,74487,67947,72662,52210,32236,55093,47738,Icum
2022-03-10,564927,87955,62205,93434,85320,48461,59073,11287,29175,334662,103199,429952,63573,90651,74557,68020,72707,52241,32255,55172,47764,Icum
2022-03-11,564927,87955,62205,93434,85320,48461,59073,11287,29175,334662,103199,429952,63573,90651,74557,68020,72707,52241,32255,55172,47764,Icum
2022-03-12,564927,87955,62205,93434,85320,48461,59073,11287,29175,334662,103199,429952,63573,90651,74557,68020,72707,52241,32255,55172,47764,Icum
2022-03-13,564929,87955,62205,93434,85321,48461,59073,11287,29175,334662,103200,429952,63573,90651,74557,68020,72707,52241,32255,55172,47764,Icum
2022-03-14,564929,87955,62205,93434,85321,48461,59073,11287,29175,334662,103200,429952,63573,90651,74557,68020,72707,52241,32255,55172,47764,Icum
2022-03-15,565383,88092,62374,93610,85417,48576,59209,11296,29225,335008,103399,430373,63762,90865,74656,68169,72824,52378,32334,55407,47897,Icum
